model_key,model_string,provider,rep,article,sentence_id,labels,rationale,utc_time
gemini,gemini-3.5-flash,google-official,2,P1,7,NB,The sentence discusses police actions and free speech without exhibiting gender bias.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,8,NB,The sentence reports on workplace bullying of individuals (particularly women) without using gender-biased framing or stereotypes.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,9,NB,The sentence introduces a government-commissioned review led by a female professor without any gender bias.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,10,NB,The sentence provides factual background on the commission of the review without exhibiting gender bias.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,11,NB,The sentence discusses the collection of sex-segregated data without containing gender bias.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,12,NB,The sentence discusses the impact of data recording on healthcare for trans people without exhibiting gender bias.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,13,M,"The sentence refers to trans women who commit crimes as ""male perpetrators"" and their offenses as ""male crimes,"" which misgenders them by denying their female gender identity.",2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,14,NB,The sentence discusses the societal understanding of male violence without exhibiting gender bias.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,15,NB,"The sentence is a summary statement about the harms of not collecting sex data, containing no gender bias.",2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,16,NB,The sentence makes a policy recommendation regarding data collection without containing gender bias.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,17,NB,The sentence reports on the government's stance on data collection without exhibiting gender bias.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,18,NB,The sentence discusses policy implementation and mentions a male politician without any gender bias.,2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,19,NB,"The sentence states the importance of protecting trans people from discrimination, containing no gender bias.",2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P1,20,NB,"The sentence concludes the passage with a call for policy correction, containing no gender bias.",2026-07-12T16:04:19Z
gemini,gemini-3.5-flash,google-official,2,P2,1,NB,The sentence factually reports on her political promise regarding female representation compared to Iceland.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,2,NB,The sentence factually reports the historic event of Takaichi becoming Japan's first female prime minister.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,3,NB,The sentence factually reports on the discrepancy between her election and the low number of women appointed to her cabinet.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,4,NB,The sentence factually states her past promises regarding female representation in government.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,5,NB,The sentence factually lists the female cabinet members and their respective portfolios.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,6,NB,The sentence provides factual comparative statistics regarding female cabinet representation in Iceland and Finland.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,7,NB,The sentence factually compares the number of female cabinet appointments under Takaichi's predecessors.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,8,LEB,"The sentence mentions Takaichi's ""own experience of menopause"" alongside her high-level political and defense stances. Highlighting highly personal, female-specific biological details in a core political profile introduces an unnecessary level of personalization that is rarely applied to male politicians, detracting from her professional political standing.",2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,9,NB,"The sentence compares her political ideology to Margaret Thatcher's social conservatism, which is a standard political comparison.",2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,10,NB,The sentence factually reports her policy stance and arguments regarding married couples' surnames.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,11,NB,The sentence factually reports her policy stance regarding imperial succession laws.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,12,NB,The sentence factually reports her stance on LGBTQ+ discrimination and same-sex marriage.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,13,NB,The sentence quotes a sociologist's critical perspective on the political implications of Takaichi's appointment.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,14,NB,The sentence paraphrases a sociologist's analysis of gender equality and politics in Japan.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,15,NB,The sentence reports on public optimism regarding the symbolic impact of her appointment on women entering public life.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,16,NB,"The sentence quotes a former mayor. Mentioning her age (""aged 36"") is necessary context to support the factual claim of her being the ""youngest"" female mayor.",2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,17,NB,The sentence factually explains the political context regarding the limited pool of female MPs.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,18,NB,The sentence provides factual statistics regarding the percentage of women in the lower house.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P2,19,NB,The sentence factually reports Japan's ranking in the World Economic Forum's gender gap index.,2026-07-12T16:04:48Z
gemini,gemini-3.5-flash,google-official,2,P3,1,LEB,"Highlighting ""217 designer handbags"" alongside her official asset declaration focuses on gendered fashion accessories, which is an unnecessary personalization for a head of state.",2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,2,LEB,"Framing the Prime Minister primarily as the ""daughter of the billionaire ex-prime minister"" reduces her professional autonomy by defining her through her relationship to a powerful male relative.",2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,3,NB,Factual explanation of the asset declaration process without gender bias.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,4,NB,"Factual reporting of financial figures (investments, deposits, cash).",2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,5,LEB,"Detailed listing of ""handbags"", ""earrings"", and ""necklaces"" focuses heavily on feminine fashion accessories, which is an unnecessary personalization in a political context.",2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,6,NB,Factual financial reporting of liabilities and net worth.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,7,NB,Factual statement about voter expectations.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,8,NB,Factual reporting about her father's wealth and background.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,9,LEB,"Focuses on her fashion choices (""Chanel jackets"", ""Gucci shoes"") and Instagram posts during political engagements, which is a highly gendered framing of a female leader's professional activities.",2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,10,NB,Factual transition statement about politicians' tastes.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,11,NB,Factual comparison to rivals' designer labels and watches.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,12,NB,Factual political context regarding a male politician's undeclared watches.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,13,NB,Factual reporting of a male politician's defense and NACC ruling.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,14,NB,Historical political context about the Shinawatra family.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,15,NB,Historical political context about Thaksin's support and ousting.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,16,NB,Transition statement about political changes.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,17,NB,Political context regarding the 2023 election results.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,2,P3,18,NB,Political context regarding coalition deals and controversies.,2026-07-12T16:05:15Z
gemini,gemini-3.5-flash,google-official,3,P1,1,NB,"The sentence discusses the legal and social debate surrounding biological sex and gender identity without exhibiting gender stereotypes, asymmetrical evaluation, or misgendering.",2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,2,NB,The sentence describes the influence of certain beliefs on public institutions without introducing gender-based bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,3,NB,The sentence comments on institutional leadership and activist pressure without containing gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,4,NB,The sentence discusses medical treatments for gender-questioning youth without exhibiting gender-specific bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,5,NB,The sentence refers to single-sex services for female sexual assault survivors without introducing implicit bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,6,M,"The sentence uses the term ""Male rapists"" to refer to individuals who identify as women (""who say they believe they are really women""), which constitutes misgendering by rejecting their gender identity.",2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,7,NB,The sentence discusses police actions and free speech regarding biological sex without exhibiting gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,8,NB,"The sentence reports on workplace bullying of individuals (particularly women) who hold specific beliefs, without introducing implicit gender bias in its framing.",2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,9,NB,The sentence introduces a government-commissioned review and its leader without any gender-biased language.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,10,NB,The sentence provides factual background on the commission of the review without exhibiting gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,11,NB,The sentence discusses the collection of sex-segregated data and its impact on understanding social trends without introducing bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,12,NB,The sentence discusses the practical healthcare implications of data recording for trans people without exhibiting gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,13,M,"The sentence refers to trans women who commit crimes as ""male perpetrators"" and their offenses as ""male crimes,"" which constitutes misgendering by denying their female gender identity.",2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,14,NB,The sentence discusses the societal understanding of male violence without introducing implicit gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,15,NB,The sentence is a transitional summary statement that does not contain gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,16,NB,The sentence makes a policy recommendation regarding data collection without exhibiting gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,17,NB,The sentence reports on the government's stance on data collection without introducing gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,18,NB,The sentence reports on policy implementation and directives by the health secretary without exhibiting gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,19,NB,The sentence states the importance of upholding protections against discrimination for trans people without introducing bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P1,20,NB,The sentence critiques organizational practices regarding the relevance of biological sex without exhibiting implicit gender bias.,2026-07-12T16:05:32Z
gemini,gemini-3.5-flash,google-official,3,P2,1,NB,The sentence factually reports on her political promise regarding female representation compared to Iceland.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,2,NB,The sentence factually reports the historic event of Takaichi becoming Japan's first female prime minister.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,3,NB,The sentence factually reports on the discrepancy between her election and the low number of women appointed to her cabinet.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,4,NB,The sentence factually states her past promises regarding female representation in government.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,5,NB,The sentence factually lists the female cabinet members and their respective portfolios.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,6,NB,The sentence provides factual comparative statistics regarding female cabinet representation in Iceland and Finland.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,7,NB,The sentence factually compares the number of female cabinet appointments under Takaichi's predecessors.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,8,LEB,"The sentence mentions Takaichi's ""own experience of menopause"" alongside her high-level political and defense stances. Highlighting highly personal, female-specific biological details in a core political profile introduces an unnecessary level of personalization that is rarely applied to male politicians, detracting from her professional political standing.",2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,9,NB,"The sentence compares her political ideology to Margaret Thatcher's social conservatism, which is a standard political comparison.",2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,10,NB,The sentence factually reports her policy stance and arguments regarding married couples' surnames.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,11,NB,The sentence factually reports her policy stance regarding imperial succession laws.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,12,NB,The sentence factually reports her stance on LGBTQ+ discrimination and same-sex marriage.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,13,NB,The sentence quotes a sociologist's critical perspective on the political implications of Takaichi's appointment.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,14,NB,The sentence paraphrases a sociologist's analysis of gender equality and politics in Japan.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,15,NB,The sentence reports on public optimism regarding the symbolic impact of her appointment on women entering public life.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,16,NB,"The sentence quotes a former mayor. Mentioning her age (""aged 36"") is necessary context to support the factual claim of her being the ""youngest"" female mayor.",2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,17,NB,The sentence factually explains the political context regarding the limited pool of female MPs.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,18,NB,The sentence provides factual statistics regarding the percentage of women in the lower house.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P2,19,NB,The sentence factually reports Japan's ranking in the World Economic Forum's gender gap index.,2026-07-12T16:06:03Z
gemini,gemini-3.5-flash,google-official,3,P3,1,LEB,"The sentence highlights ""217 designer handbags"" as a key detail of the Prime Minister's wealth declaration, focusing on gendered fashion accessories in a professional political context.",2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,2,NB,"The sentence neutrally describes her family background and political lineage, which is highly relevant to Thai politics.",2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,3,NB,The sentence provides factual and neutral information about the asset declaration process.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,4,NB,The sentence neutrally reports factual financial figures from the NACC document.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,5,NB,The sentence lists the factual details of the declared assets without biased framing.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,6,NB,The sentence neutrally reports her liabilities and net worth.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,7,NB,The sentence is a neutral political observation regarding public expectations.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,8,NB,The sentence provides factual background information about her father's wealth.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,9,LEB,"The sentence focuses on her fashion choices (""Chanel jackets"", ""Gucci shoes"") during ""political engagements,"" which is an unnecessary focus on a female politician's appearance and clothing in a professional context.",2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,10,NB,The sentence neutrally transitions to discussing other politicians' tastes.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,11,NB,The sentence neutrally notes that her rivals also wear designer labels.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,12,NB,The sentence neutrally reports factual details of a male politician's past watch scandal.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,13,NB,The sentence neutrally reports the male politician's defense and the public reaction.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,14,NB,The sentence provides factual historical context about the Shinawatra family's political dominance.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,15,NB,The sentence neutrally describes historical political events involving Thaksin.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,16,NB,The sentence is a neutral transition describing political changes.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,17,NB,The sentence neutrally reports the results of the 2023 election.,2026-07-12T16:06:33Z
gemini,gemini-3.5-flash,google-official,3,P3,18,NB,The sentence neutrally describes the political deal formed by the Pheu Thai party.,2026-07-12T16:06:33Z
claude,claude-fable-5,anthropic-official,1,P1,1,NB,陈述关于生理性别与性别认同的观念争议及其与英国平等法的关系，属观点论述，未使用刻板印象、不对等评价或错误性别指称。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,2,NB,"描述该观念在公共机构中的传播情况，虽用""激进分子""一词带有立场色彩，但未针对特定性别做刻板关联或不对等评价。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,3,NB,批评机构领导者屈服于压力，未涉及性别刻板印象、性别化评价差异或错误性别称谓。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,4,NB,"陈述NHS临床医生对性别困惑儿童开药的事实性指控，""gender-questioning children""为中性描述，无三类偏见。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,5,NB,陈述强奸危机服务未提供单一性别服务的事实，未强化职业/角色刻板印象，评价用词对等，无错误指称。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,6,M,"句中当事人""say they believe they are really women""（自称认同为女性），但文本仍以""Male rapists and sex offenders""（男性强奸犯）指称其性别，使用了与其自述性别认同不符的性别术语，符合错误性别指称（M）的判断标准。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,7,NB,描述警方限制言论自由的行为，不涉及性别角色刻板印象、不对等性别评价或性别指称问题。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,8,NB,陈述就业法庭裁决揭示的欺凌现象，提及女性受害比例更高属事实性报告，未强化刻板印象或使用贬低性性别化措辞。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,9,NB,介绍Alice Sullivan教授领导的审查，以专业身份（教授、大学）称呼女性专家，描述对等专业，无偏见。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,10,NB,"陈述审查的委托背景及诉讼事实，""grassroots feminist group""为中性描述，无刻板印象、不对等评价或错误指称。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,11,NB,概述报告内容，强调需了解社会趋势对男女的不同影响，属数据议题陈述，无三类偏见。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,12,NB,"描述NHS病历性别记录不准确对跨性别者筛查和样本检测的影响，以""trans people""中性指称，未使用错误性别术语。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,13,M,"句中当事人""saying they identify as female""（自我认同为女性），但文本仍以""male perpetrators""（男性犯罪者）及""male crimes""指称，使用了与其表明的性别认同相悖的性别术语，符合M的判断标准。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,14,NB,"""male violence""指基于犯罪数据的社会现象讨论，属对统计事实的指涉，非将暴力特质刻板化地归于男性个体，无三类偏见。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,15,NB,"总结性过渡句，仅陈述""以上为部分危害示例""，不含任何性别化措辞。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,16,NB,提出数据收集的操作性建议（性别与跨性别身份分开记录），中性表述，无偏见。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,17,NB,转述政府对审查的回应立场，涉及数据收集政策，无刻板印象、不对等评价或错误指称。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,18,NB,"陈述部长应落实建议及卫生大臣的指示，""gender-questioning children""为中性描述，未误称任何个体性别。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,19,NB,"强调维护《平等法》对跨性别者的反歧视保护，以""trans people""中性指称，无偏见。",2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P1,20,NB,批评组织对法律的误解并呼吁纠正，属观点论述，未包含职业/角色刻板印象、不对等性别评价或错误性别指称。,2026-07-12T16:07:09Z
claude,claude-fable-5,anthropic-official,1,P2,1,NB,客观陈述新领导人的承诺及冰岛内阁的女性比例数据，无刻板印象、无不对等评价、无错误性别指称。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,2,NB,"""首位女首相""是具有新闻价值的历史性事实陈述，属于必要信息，不构成偏见。",2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,3,NB,客观报导内阁女性任命数量及政界女性代表性不足的事实，是对性别不平等现象的描述而非偏见的再生产。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,4,NB,中性转述高市的承诺内容及国际比较，无评价性或刻板印象语言。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,5,NB,"报导两位女性阁员的任命，""首位担任财务大臣的女性""为客观里程碑事实，未附加不必要的个人化描述。",2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,6,NB,纯数据陈述冰岛、芬兰内阁的性别构成，无偏见。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,7,NB,客观比较历任首相内阁的女性人数记录，无评价倾向。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,8,NB,"""极度保守""""鹰派""""修正主义""是对其政治立场的描述，与性别无关；提及更年期经历系高市本人为倡导女性健康而公开谈及，具有语境相关性，不属于非必要的个人化描述。",2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,9,NB,将其与撒切尔类比并描述其保守主义立场，属政治背景陈述，用词无性别化的不对等评价。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,10,NB,客观转述其在夫妇同姓法律上的政策立场及理由，报导本身未认可或强化该刻板观念。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,11,NB,客观转述其反对修改皇室继承法的立场，无偏见性措辞或错误指称。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,12,NB,中性陈述其对LGBTQ+议题的立场，未使用错误性别称谓或贬损语言。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,13,NB,直接引用社会学家的评论，表达对性别政治现状的批评，报导本身不含偏见。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,14,NB,转述专家对性别平等前景的分析性评论，无刻板印象或不对等评价。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,15,NB,客观陈述部分人对女性参政心理障碍降低的乐观看法，无偏见。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,16,NB,"提及小嶋直美的年龄（36岁）是为说明其""最年轻女市长""的记录，属必要信息而非非必要个人化细节；引语内容中性。",2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,17,NB,客观说明可供任命的女性议员基数小，是结构性事实的陈述。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,18,NB,纯统计数据陈述众议院女性议员比例，无偏见。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P2,19,NB,引用世界经济论坛性别差距指数排名，为客观数据，无偏见。,2026-07-12T16:07:43Z
claude,claude-fable-5,anthropic-official,1,P3,1,RB,"在申报的3.24亿英镑总资产中，导语（与标题一致）选择性突出""217个名牌手袋""作为最具新闻性的元素，将女性领导人首先与时尚消费品关联，强化""女性=爱包爱奢侈品""的性别刻板印象；同类男性政客资产报道通常不会以此类物品作为核心框架。",2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,2,NB,"提及其父亲及家族背景在此语境中具有政治相关性（""该家族第四位领导泰国的成员""），属于必要的王朝政治背景说明，非贬低性或不对等描述。",2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,3,NB,"纯事实陈述申报制度要求，且明确说明""不意味着任何不当行为""，无性别化框架。",2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,4,NB,客观引用NACC文件中的投资与存款数字，无评价性或刻板化措辞。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,5,NB,完整、平衡地列举申报清单中的各类资产（土地、房产、手表、汽车、首饰等），属于对官方文件的事实性转述。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,6,NB,客观陈述负债与净资产数字，无偏见性措辞。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,7,NB,中性评论其财富规模的公众认知度，无性别化评价。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,8,NB,对其父亲财富来源（电信业、曼城俱乐部）的事实性描述，本句自身措辞中性对等。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,9,LEB,"在报道女性总理的政治活动时，非必要地聚焦其外貌与穿着细节（""香奈儿外套和包包""""古驰鞋子""、Instagram帖子），这种个人化、外表化的描写通常不会出现在对男性政客履职的报道中，构成不对等的描述焦点，削弱其职业语境中的专业权威感（类似""两岁孩子的母亲""示例）。",2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,10,NB,该句主动平衡叙事，指出她并非唯一有昂贵品味的政客，无偏见。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,11,NB,指出其（男性）竞争对手同样以佩戴名牌和名表闻名，属于对等化的平衡陈述。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,12,RB,"句中以""帕通坦的姑姑英拉""这一亲属关系而非其前总理身份来指称英拉（Yingluck本人曾任总理），将女性政治人物简化为家族亲属角色；对男性巴威的负面描述（""臭名昭著""）则基于其未申报资产的事实行为，属正当报道。",2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,13,NB,对巴威借表说法及调查结果的事实性报道，负面评价源于其自身行为和公众反应，非性别化贬低。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,14,NB,关于西那瓦家族政治地位的中性历史陈述。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,15,NB,对他信政治经历（支持者、被罢黜）的事实性叙述，无性别化措辞。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,16,NB,中性过渡句，陈述政治形势变化。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,17,NB,对2023年选举结果的事实性描述，无性别相关框架。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,1,P3,18,NB,对为泰党政治交易及其争议的中性报道，无性别偏见。,2026-07-12T16:08:41Z
claude,claude-fable-5,anthropic-official,2,P1,1,NB,"该句概述""生理性别与性别认同""的观念争论，属于对观点体系的抽象陈述，未将职业/特质与性别刻板关联，无不对等评价词汇，也未错误指称具体个体的性别。",2026-07-12T16:09:31Z
claude,claude-fable-5,anthropic-official,2,P1,2,NB,"描述该观念在公共机构中的传播，""激进分子""指向的是持某种立场的群体而非某一性别，不构成RB、LEB或M。",2026-07-12T16:09:31Z
claude,claude-fable-5,anthropic-official,2,P1,3,NB,陈述机构领导者屈服于压力造成损害，未涉及性别刻板印象、不对等评价或错误性别指称。,2026-07-12T16:09:31Z
